requested_context_sec,avg_effective_context_sec,min_effective_context_sec,max_effective_context_sec,avg_actual_audio_sec,min_actual_audio_sec,max_actual_audio_sec,avg_num_chunks,min_num_chunks,max_num_chunks,slot_cos_mean,slot_cos_std,slot_cos_gt_075,slot_cos_gt_085,matched_st_cos_mean,matched_st_cos_std,same_mean_cos,diff_mean_cos,separation,cluster_acc,nmi,ari,silhouette
3.0,3.0,3.0,3.0,7.416240062500001,4.254625,9.983375,1.0,1.0,1.0,0.28562710753347104,0.16682694385534455,0.0,0.0,0.42752325986763756,0.19480340514035485,0.2034739950213769,0.048954469987777215,0.15451952503359967,0.6483333333333333,0.5585705323997614,0.44102934539183064,0.02656111679971218
4.5,4.499511166666666,4.254625,4.5,7.416240062500001,4.254625,9.983375,2.0,2.0,2.0,0.3363815194341975,0.15654777653005156,0.0,0.0,0.49283942436915823,0.14469186291123026,0.2805514823973272,0.0715654616816497,0.20898602071567748,0.7791666666666667,0.715374512153824,0.629573464026963,0.05079398676753044
6.0,5.876298208333334,4.254625,6.0,7.416240062500001,4.254625,9.983375,2.0,2.0,2.0,0.3420518065850871,0.1461315552358998,0.0006666666666666666,0.0,0.5291633095598469,0.11707762085344467,0.2994880148373518,0.07375136061704943,0.2257366542203024,0.8048333333333333,0.7616460596919067,0.6511444718045607,0.059685785323381424
7.5,6.849366354166666,4.254625,7.5,7.416240062500001,4.254625,9.983375,2.7956666666666665,2.0,3.0,0.40718957045022397,0.14735184941883386,0.001,0.0,0.538836015171061,0.11391639025314018,0.31840546388109275,0.08916020975986517,0.2292452541212276,0.817,0.7672655532595616,0.6860190828746211,0.06065993756055832
9.0,7.3275752291666665,4.254625,9.0,7.416240062500001,4.254625,9.983375,2.7956666666666665,2.0,3.0,0.4145952473161742,0.14253819187208028,0.0006666666666666666,0.0,0.5322690562096735,0.11501756193642008,0.321138902745583,0.10063093330661142,0.22050796943897155,0.813,0.7555671811443798,0.662956143967621,0.0576326921582222
12.0,7.416240062500001,4.254625,9.983375,7.416240062500001,4.254625,9.983375,2.9883333333333333,2.0,4.0,0.42256553782802075,0.1474915024197985,0.002,0.0,0.5324796602269635,0.1159230320780439,0.3252975671223644,0.10482707997688034,0.22047048714548406,0.8068333333333333,0.7514260109285656,0.6656735972834096,0.05791633948683739
15.0,7.416240062500001,4.254625,9.983375,7.416240062500001,4.254625,9.983375,2.9883333333333333,2.0,4.0,0.42256553782802075,0.1474915024197985,0.002,0.0,0.5324796602269635,0.1159230320780439,0.3252975671223644,0.10482707997688034,0.22047048714548406,0.8068333333333333,0.7514260109285656,0.6656735972834096,0.05791633948683739
